"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Saint Francis Memorial Hospital","Behavioral Health Services","900 Hyde Street","","San Francisco","CA","94109","","San Francisco","415-353-6641 x6230","Intakes","415-353-6230","415-353-6641","http://www.dignityhealth.org/","37.789675","-122.417049","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","","","1","","1","","1","","","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","1","1","","","1","1","1","1","","","","1","","1","1","1","1","1","1","1","","","","","1","","","","","","","1","","","","1","","","","","","","","","","","1","","1","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"Progress Foundation","Dorine Loso House Transitional Program","405 Baker Street","","San Francisco","CA","94117","1403","San Francisco","415-346-7775","","415-861-0828 x138","","http://www.progressfoundation.org","37.7748103","-122.4415263","MH","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"South of Market Mental Health Clinic","","760 Harrison Street","","San Francisco","CA","94107","1235","San Francisco","415-836-1700","","","","http://","37.7817222","-122.3988969","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","1","1","","","","","1","","","","","1","1","1","1","","","","1","","","","","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","","1","","","","1","1","1","","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","1","1","","","","","","","","1","1","1","","1","","1","1","","1","1","1","1","","","","","1","","","","1","","","","","","","1","","","","","","","","","","","1","","1","","","","","1","","1","","","","","","","","","","","","","","","","1","","",""
"Comprehensive Psychiatric Services","","2211 Post Street","Suite 200","San Francisco","CA","94115","","San Francisco","415-928-1221 x2","","833-277-0071","","http://www.psych-doctor.com","37.7843532","-122.4383215","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","1","","1","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","1","1","1","1","1","","1","1","","1","1","1","1","","1","1","1","1","",""
"Progress Foundation","La Amistad Transitional Program","2481 Harrison Street","","San Francisco","CA","94110","","San Francisco","415-285-8100","Intakes","415-861-0828 x138","","http://progressfoundation.org","37.757777","-122.412376","MH","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","1","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","1","","","","","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","1","1","1","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Womens Hope","2261-2263 Bryant Street","","San Francisco","CA","94110","","San Francisco","415-762-3712","","415-361-5098","","http://www.healthright360.org","37.7583066","-122.4094286","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","","","","","","1","1","","","","","1","","","1","1","","","1","1","1","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","","","1","","1","1","1","1","1","1","1","","","","","1","","","","1","","","1","1","","1","1","1","","1","","1","1","1","","1","","1","1","1","1","1","1","1","","1","","","","1","","","","","","","","1","","","1","1","1","","","1","","","1","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"San Francisco AIDS Foundation","Stonewall Project Castro SA","470 Castro Street","","San Francisco","CA","94114","","San Francisco","415-437-3400","","415-487-3100","","http://www.stonewallsf.org","37.7613551","-122.4352029","SU","","1","","","","","","","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","1","","1","1","1","","","","","1","","","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","1","1","","1","","","","","1","","","","","","","","1","1","","","","","1","1","","","","","","","1","1","","1","1","","","1","1","1","","","1","1","1","1","1","","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","","","1","","1","","","1","","","1","","","","1","","","1","1","1","1","","","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"Progress Foundation","Clay Street","2210 Clay Street","","San Francisco","CA","94115","","San Francisco","415-776-4647","","415-861-0828 x138","","http://www.progressfoundation.org","37.7915303","-122.4298257","MH","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","1","","","","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","1","1","","","","1","","","","","1","","","1","","","1","1","1","","","1","1","","","","","1","1","","","","1","","1","1","","1","1","","","","1","1","1","1","1","1","","1","","","1","1","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"San Francisco VA Downtown Clinic","","401 3rd Street","","San Francisco","CA","94107","","San Francisco","415-281-5100","","","","https://www.va.gov/san-francisco-health-care/locations/san-francisco-va-clinic/","37.7825088","-122.3970479","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","1","","1","1","","","","","1","1","1","","","1","1","","","","","1","1","","","","1","1","1","","","","","1","1","","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","1","","","1","","","","1","","1","1","","1","1","1","1","","","","","","","","","","","","","","1","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mission Mental Health OP","Mission Mental Health Clinic","2712 Mission Street","","San Francisco","CA","94110","","San Francisco","415-401-2700","","","","http://","37.753351","-122.4192514","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","1","","1","","","","1","","","","1","1","1","1","","1","1","1","","","","","1","1","","1","","1","","1","","","","","","1","","1","","","","1","","","1","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mission ICM/MACT","Mission Mental Health Clinic","2712 Mission Street","","San Francisco","CA","94110","","San Francisco","415-401-2700","","","","http://","37.753351","-122.4192514","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","","","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","1","","","","","","","","","1","","1","","","","","","","","1","1","1","1","","1","1","1","","","","","1","1","","1","","1","","1","","","","","1","","","1","","","","1","","","1","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","1","","","","",""
